npi_number,payer,city,state
1.0932470346539906,1.3923069503483638,-0.2859828618225953,0.8989320936088219
5.551017079951658e-05,1.4628684286335893,-1.0310809747694196,0.01801689001858452
1.8845102898542527,1.3393858416344446,1.4718699677509806,1.6997640968726742
0.3766713902752944,0.7464734199322012,-0.9949111634613214,-0.9429815138980381
-1.2067920780741368,-0.8313596361679837,0.5748586473101435,1.299348095240748
1.659877201529119,0.0692792325003827,0.8352812887284511,-0.9429815138980381
-0.6378923196721058,1.4344478332131514,0.2782661945837377,-0.30231591128695634
-0.45152832206099874,0.5886901143221827,-0.35832248443879183,1.299348095240748
1.4702659989252695,1.0845805033822407,0.06848128899676773,-0.7828151132452676
-0.33936600984387794,-0.8911408886040776,-0.9225715408451248,-1.3433975155299642
0.7950920101305005,0.4985282254021721,-1.1685262577401931,1.2192648949143627
-0.9051260784901344,-1.4174119141480523,0.878685062298169,1.8599304975254445
0.3765611168975926,-0.1041844016174637,1.4139982696580233,-0.7828151132452676
0.8674815410784503,1.5804708924422988,0.8425152509900707,1.299348095240748
0.3765611168975926,0.9385574441530933,1.4139982696580233,-0.7828151132452676
0.7950920101305005,0.8229150214078623,-1.1685262577401931,1.2192648949143627
-0.4519764882060288,0.2594032156577963,1.2042133640710535,-0.22223271096057112
1.2063636896908412,0.7503935020591581,-0.8429979559673086,-0.9429815138980381
0.48962337050097055,-1.340970312672391,1.1608095905013356,-0.7828151132452676
0.03468576976596668,0.2211824149199657,0.9365567603911262,-0.30231591128695634
-1.6971626543966323,-1.3899713392593533,0.17699072292106255,-0.22223271096057112
-0.226620203437251,0.8983766023517842,0.6110284586182417,-0.7828151132452676
-0.5275179619219712,1.641232165410132,1.4574020432277413,-0.30231591128695634
0.03468576976596668,-1.3968314829815283,0.9365567603911262,-0.30231591128695634
-0.8302200184437364,1.2688243633492189,1.4357001564428824,0.01801689001858452
0.832496324819561,-0.13358501756964106,-0.4306621070549884,1.2192648949143627
-0.2981680610546088,0.681792064837411,1.2476171376407714,0.01801689001858452
-0.226620203437251,-0.512852963352729,0.6110284586182417,-0.7828151132452676
-0.7544758456435529,0.8660359248043891,-0.011092295881048464,0.4184328916505106
